Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,
IN-2012-RO1978027-41052,23-05-2012,25-05-2012,Second Class,RO-1978027,Rose O'Brian,Consumer,Gaoyou,Jiangsu,Eastern Asia,OFF-AP-4738,Office Supplies,Appliances,"Hoover Refrigerator, White",3670,7,0,367,
CA-2015-AS10045140-42218,2/8/2015,8/8/2015,Standard Class,AS-100451402,Aaron Smayling,Corporate,Austin,Texas,Central US,OFF-PA-6557,Office Supplies,Paper,Xerox 1998,36,7,0.2,12,
ES-2014-EM1406548-41775,16-05-2014,20-05-2014,Second Class,EM-1406548,Erin Mull,Consumer,Bremen,Bremen,Western Europe,TEC-CO-4593,Technology,Copiers,"Hewlett Wireless Fax, Laser",1900,5,0,589,
CA-2015-AS10045140-42007,3/1/2015,5/1/2015,First Class,AS-100451408,Aaron Smayling,Corporate,Jacksonville,North Carolina,Southern US,OFF-BI-3185,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15,5,0.7,-12,
IT-2012-ON1871545-40955,16-02-2012,19-02-2012,Second Class,ON-1871545,Odella Nelson,Corporate,Muret,Languedoc-Roussillon-Midi-PyrÃ©nÃ©es,Western Europe,FUR-CH-5774,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",4544,11,0.1,1868,
IN-2014-VS2182027-41790,31-05-2014,2/6/2014,First Class,VS-2182027,Vivek Sundaresam,Consumer,Zigong,Sichuan,Eastern Asia,FUR-BO-3639,Furniture,Bookcases,"Bush Library with Doors, Metal",1455,4,0,116,
IN-2014-CM121157-41913,1/10/2014,2/10/2014,First Class,CM-121157,Chad McGuire,Consumer,Adelaide,South Australia,Oceania,TEC-CO-4790,Technology,Copiers,"HP Wireless Fax, Digital",1943,6,0.1,258,
CA-2015-AB10060140-42315,7/11/2015,14-11-2015,Standard Class,AB-100601404,Adam Bellavance,Home Office,Seattle,Washington,Western US,FUR-TA-4622,Furniture,Tables,Hon 5100 Series Wood Tables,2036,7,0,366,
CA-2014-AB10060140-41884,2/9/2014,4/9/2014,First Class,AB-100601406,Adam Bellavance,Home Office,New York City,New York,Eastern US,OFF-BI-4340,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355,4,0.2,1415,
ID-2014-JK153257-41984,11/12/2014,14-12-2014,Second Class,JK-153257,Jason Klamczynski,Corporate,Adelaide,South Australia,Oceania,TEC-CO-3709,Technology,Copiers,"Canon Wireless Fax, High-Speed",1695,5,0.1,-37,
IT-2015-RP1927045-42081,18-03-2015,21-03-2015,Second Class,RP-1927045,Rachel Payne,Corporate,Chelles,Ile-de-France,Western Europe,TEC-CO-5998,Technology,Copiers,"Sharp Fax Machine, Digital",1505,6,0.15,-265,
IN-2015-DW1354078-42357,19-12-2015,20-12-2015,First Class,DW-1354078,Don Weiss,Consumer,Kuantan,Pahang,Southeastern Asia,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",1954,3,0,312,
CA-2015-AB10060140-42315,7/11/2015,14-11-2015,Standard Class,AB-100601404,Adam Bellavance,Home Office,Seattle,Washington,Western US,FUR-CH-4613,Furniture,Chairs,Hon 2090 â€œPillow Softâ€ Series Mid Back Swivel/Tilt Chairs,449,2,0.2,-73,
US-2014-AB10060140-41712,14-03-2014,19-03-2014,Standard Class,AB-100601408,Adam Bellavance,Home Office,Waynesboro,Virginia,Southern US,OFF-AP-4221,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160,2,0,44,
CA-2015-AB10060140-42315,7/11/2015,14-11-2015,Standard Class,AB-100601404,Adam Bellavance,Home Office,Seattle,Washington,Western US,TEC-AC-5858,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,108,3,0,32,
MX-2015-GM1444037-42265,18-09-2015,18-09-2015,Same Day,GM-1444037,Gary McGarr,Consumer,Quito,Pichincha,South America,TEC-CO-3587,Technology,Copiers,"Brother Copy Machine, Color",1213,7,0.002,508,
IN-2014-SV2081558-41968,25-11-2014,27-11-2014,First Class,SV-2081558,Stuart Van,Corporate,Vadodara,Gujarat,Southern Asia,TEC-CO-4577,Technology,Copiers,"Hewlett Fax Machine, High-Speed",1590,5,0,572,
IN-2014-MM1792027-41950,7/11/2014,10/11/2014,First Class,MM-1792027,Michael Moore,Consumer,Sanya,Hainan,Eastern Asia,TEC-AC-3405,Technology,Accessories,"Belkin Router, USB",2330,9,0,1025,
IN-2015-JK1612059-42204,19-07-2015,23-07-2015,Standard Class,JK-1612059,Julie Kriz,Home Office,Palembang,Sumatera Selatan,Southeastern Asia,FUR-BO-5761,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",3278,8,0.07,140,
ID-2013-EM14200130-41502,16-08-2013,16-08-2013,Same Day,EM-14200130,Evan Minnotte,Home Office,Bangkok,Bangkok,Southeastern Asia,TEC-PH-5268,Technology,Phones,"Motorola Smart Phone, Full Size",3741,7,0.17,946,
CA-2015-AB10060140-42314,6/11/2015,8/11/2015,First Class,AB-100601402,Adam Bellavance,Home Office,Greenwood,Indiana,Central US,OFF-PA-6214,Office Supplies,Paper,Strathmore Photo Mount Cards,67,10,0,31,
IN-2013-PM1894059-41284,10/1/2013,14-01-2013,Standard Class,PM-1894059,Paul MacIntyre,Consumer,Tasikmalaya,Jawa Barat,Southeastern Asia,FUR-BO-5787,Furniture,Bookcases,"Safco Library with Doors, Pine",3637,10,0.07,156,
MX-2014-AT1043582-41667,28-01-2014,30-01-2014,First Class,AT-1043582,Alyssa Tate,Home Office,Guaymas,Sonora,Central America,OFF-AP-4736,Office Supplies,Appliances,"Hoover Refrigerator, Red",2455,7,0,785,
ID-2013-AB1001527-41439,14-06-2013,17-06-2013,First Class,AB-1001527,Aaron Bergman,Consumer,Wuhan,Hubei,Eastern Asia,TEC-MA-6150,Technology,Machines,"StarTech Printer, Wireless",1024,8,0.5,-286,
CA-2015-AB10060140-42314,6/11/2015,8/11/2015,First Class,AB-100601402,Adam Bellavance,Home Office,Greenwood,Indiana,Central US,OFF-FA-6129,Office Supplies,Fasteners,Staples,167,3,0,82,
CA-2014-AB10060140-41884,2/9/2014,4/9/2014,First Class,AB-100601406,Adam Bellavance,Home Office,New York City,New York,Eastern US,OFF-PA-6430,Office Supplies,Paper,Xerox 1881,24,2,0,11,
MX-2013-PV1898518-41614,6/12/2013,8/12/2013,First Class,PV-1898518,Paul Van Hugh,Home Office,Salto,SÃ£o Paulo,South America,TEC-AC-5223,Technology,Accessories,"Memorex Router, Bluetooth",2297,14,0,988,
IT-2014-SB2029064-41887,5/9/2014,7/9/2014,Second Class,SB-2029064,Sean Braxton,Corporate,Treviso,Veneto,Southern Europe,TEC-CO-4590,Technology,Copiers,"Hewlett Wireless Fax, Color",2671,7,0,534,
SO-2015-SM10005116-42265,18-09-2015,20-09-2015,First Class,SM-10005116,Sally Matthias,Consumer,Hargeysa,Woqooyi Galbeed,Eastern Africa,TEC-PH-5839,Technology,Phones,"Samsung Smart Phone, Cordless",3834,6,0,268,
CA-2014-AB10060140-41884,2/9/2014,4/9/2014,First Class,AB-100601406,Adam Bellavance,Home Office,New York City,New York,Eastern US,OFF-PA-6430,Office Supplies,Paper,Xerox 1881,49,4,0,23,
IN-2013-KH1633059-41489,3/8/2013,8/8/2013,Standard Class,KH-1633059,Katharine Harms,Corporate,Yogyakarta,Yogyakarta,Southeastern Asia,OFF-AP-4960,Office Supplies,Appliances,"KitchenAid Refrigerator, Black",3501,8,0.17,210,
IN-2015-MP181757-42347,9/12/2015,11/12/2015,First Class,MP-181757,Mike Pelletier,Home Office,Perth,Western Australia,Oceania,TEC-PH-3149,Technology,Phones,"Apple Smart Phone, with Caller ID",1725,3,0.1,747,
IN-2013-LH1702027-41572,25-10-2013,28-10-2013,First Class,LH-1702027,Lisa Hazard,Consumer,Anshan,Liaoning,Eastern Asia,TEC-CO-3597,Technology,Copiers,"Brother Fax Machine, High-Speed",1583,5,0,174,
CA-2015-AB10060140-42132,8/5/2015,13-05-2015,Standard Class,AB-100601404,Adam Bellavance,Home Office,Los Angeles,California,Western US,TEC-AC-5109,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79,1,0,28,
ID-2014-CR126257-41878,27-08-2014,29-08-2014,Second Class,CR-126257,Corey Roper,Home Office,Brisbane,Queensland,Oceania,FUR-BO-5763,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",2760,7,0.1,-214,
IN-2012-NC1862511-41041,12/5/2012,16-05-2012,Standard Class,NC-1862511,Noah Childs,Corporate,Dhaka,Dhaka,Southern Asia,TEC-AC-3403,Technology,Accessories,"Belkin Router, Erganomic",3078,12,0,523,
IT-2012-GM1468091-41215,2/11/2012,5/11/2012,First Class,GM-1468091,Greg Matthias,Consumer,Amsterdam,North Holland,Western Europe,OFF-AP-4745,Office Supplies,Appliances,"Hoover Stove, White",1983,7,0.5,-1784,
ES-2015-RA1994545-42218,2/8/2015,3/8/2015,First Class,RA-1994545,Ryan Akin,Consumer,Le Petit-Quevilly,Normandy,Western Europe,FUR-BO-3624,Furniture,Bookcases,"Bush Classic Bookcase, Metal",1112,3,0.1,296,
ES-2012-DB1306048-41171,19-09-2012,21-09-2012,Second Class,DB-1306048,Dave Brooks,Consumer,Bochum,North Rhine-Westphalia,Western Europe,TEC-CO-4789,Technology,Copiers,"HP Wireless Fax, Color",3616,10,0,36,
US-2014-AB10060140-41712,14-03-2014,19-03-2014,Standard Class,AB-100601408,Adam Bellavance,Home Office,Waynesboro,Virginia,Southern US,FUR-FU-4762,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127,2,0,40,
IN-2014-RF197357-41709,11/3/2014,15-03-2014,Standard Class,RF-197357,Roland Fjeld,Consumer,Perth,Western Australia,Oceania,TEC-PH-5268,Technology,Phones,"Motorola Smart Phone, Full Size",2892,5,0.1,160,
ES-2013-JH1582048-41306,1/2/2013,4/2/2013,First Class,JH-1582048,John Huston,Consumer,Hamburg,Hamburg,Western Europe,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",3263,5,0,848,
US-2014-AB10060140-41712,14-03-2014,19-03-2014,Standard Class,AB-100601408,Adam Bellavance,Home Office,Waynesboro,Virginia,Southern US,OFF-BI-4819,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46,4,0,20,
MX-2015-DM1295551-42103,9/4/2015,13-04-2015,Standard Class,DM-1295551,Dario Medina,Corporate,Mixco,Guatemala,Central America,FUR-TA-5064,Furniture,Tables,"Lesro Round Table, Rectangular",3117,13,0.2,38,
CA-2014-AB10060140-41881,30-08-2014,4/9/2014,Standard Class,AB-100601406,Adam Bellavance,Home Office,Concord,New Hampshire,Eastern US,OFF-SU-2972,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27,3,0,8,
MX-2015-BE1133582-42082,19-03-2015,21-03-2015,First Class,BE-1133582,Bill Eplett,Home Office,Morelia,MichoacÃ¡n,Central America,OFF-AP-4745,Office Supplies,Appliances,"Hoover Stove, White",1888,5,0,887,
IN-2014-SO2033527-41914,2/10/2014,4/10/2014,First Class,SO-2033527,Sean O'Donnell,Consumer,Changchun,Jilin,Eastern Asia,OFF-AP-4502,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Red",3000,6,0,1080,
ES-2014-DK12835120-41651,12/1/2014,15-01-2014,First Class,DK-12835120,Damala Kotsonis,Corporate,Madrid,Madrid,Southern Europe,OFF-AP-4507,Office Supplies,Appliances,"Hamilton Beach Stove, Silver",3801,7,0,1444,
SA-2015-LC7050110-42236,20-08-2015,25-08-2015,Standard Class,LC-7050110,Liz Carlisle,Consumer,Jeddah,Makkah,Western Asia,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",5211,8,0,1146,
IN-2012-PB19210127-41259,16-12-2012,19-12-2012,First Class,PB-19210127,Phillip Breyer,Corporate,Taipei,Taipei City,Eastern Asia,FUR-TA-5065,Furniture,Tables,"Lesro Round Table, with Bottom Storage",1356,3,0,311,
IN-2015-CG125207-42077,14-03-2015,18-03-2015,Standard Class,CG-125207,Claire Gute,Consumer,Adelaide,South Australia,Oceania,OFF-AP-4745,Office Supplies,Appliances,"Hoover Stove, White",3569,7,0.1,674,
CA-2013-AB10060140-41535,18-09-2013,24-09-2013,Standard Class,AB-100601404,Adam Bellavance,Home Office,Des Moines,Washington,Western US,OFF-PA-6420,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18,2,0,8,
ID-2015-HG1502559-42194,9/7/2015,13-07-2015,Standard Class,HG-1502559,Hunter Glantz,Consumer,Medan,Sumatera Utara,Southeastern Asia,FUR-BO-5787,Furniture,Bookcases,"Safco Library with Doors, Pine",2910,8,0.07,125,
ID-2014-AD1018059-41801,11/6/2014,15-06-2014,Standard Class,AD-1018059,Alan Dominguez,Home Office,Jakarta,Jakarta,Southeastern Asia,FUR-CH-4532,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",3126,9,0.27,-128,
ES-2012-BP11155139-41130,9/8/2012,16-08-2012,Standard Class,BP-11155139,Becky Pak,Consumer,London,England,Northern Europe,TEC-PH-3805,Technology,Phones,"Cisco Smart Phone, Cordless",5276,9,0.1,1758,
ID-2015-AA10480130-42080,17-03-2015,21-03-2015,Standard Class,AA-10480130,Andrew Allen,Consumer,Bangkok,Bangkok,Southeastern Asia,TEC-PH-5840,Technology,Phones,"Samsung Smart Phone, Full Size",2645,5,0.17,0,
ID-2014-RL196157-41641,2/1/2014,3/1/2014,First Class,RL-196157,Rob Lucas,Consumer,Newcastle,New South Wales,Oceania,FUR-BO-3639,Furniture,Bookcases,"Bush Library with Doors, Metal",1637,5,0.1,-36,
CA-2014-AB10060140-41884,2/9/2014,4/9/2014,First Class,AB-100601406,Adam Bellavance,Home Office,New York City,New York,Eastern US,OFF-BI-2911,Office Supplies,Binders,Acco Hanging Data Binders,3,1,0.2,1,
ID-2013-SW2024559-41557,10/10/2013,11/10/2013,First Class,SW-2024559,Scot Wooten,Consumer,Surakarta,Jawa Tengah,Southeastern Asia,TEC-PH-5840,Technology,Phones,"Samsung Smart Phone, Full Size",2645,5,0.17,0,
CA-2014-AB10060140-41884,2/9/2014,4/9/2014,First Class,AB-100601406,Adam Bellavance,Home Office,New York City,New York,Eastern US,TEC-AC-5744,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6,1,0,2,
IN-2012-BW1111027-41076,16-06-2012,18-06-2012,First Class,BW-1111027,Bart Watters,Corporate,Beijing,Beijing,Eastern Asia,FUR-TA-3420,Furniture,Tables,"Bevis Conference Table, Fully Assembled",3238,5,0.3,-740,
ES-2015-YC21895139-42097,3/4/2015,5/4/2015,First Class,YC-21895139,Yoseph Carroll,Corporate,London,England,Northern Europe,FUR-BO-3639,Furniture,Bookcases,"Bush Library with Doors, Metal",2291,7,0.1,127,
MX-2012-JM1558082-41045,16-05-2012,19-05-2012,Second Class,JM-1558082,Jill Matthias,Consumer,Tulancingo,Hidalgo,Central America,TEC-PH-5355,Technology,Phones,"Nokia Smart Phone, Full Size",2124,5,0,488,
BO-2015-MZ733513-42046,11/2/2015,15-02-2015,Second Class,MZ-733513,Maria Zettner,Home Office,Brest,Brest,Eastern Europe,FUR-CH-4654,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",2757,6,0,744,
ES-2014-JF15295120-41924,12/10/2014,12/10/2014,Same Day,JF-15295120,Jason Fortune-,Consumer,Valencia,Valenciana,Southern Europe,TEC-AC-4185,Technology,Accessories,"Enermax Router, Bluetooth",1549,6,0,139,
CA-2015-AB10060140-42264,17-09-2015,22-09-2015,Standard Class,AB-100601406,Adam Bellavance,Home Office,Philadelphia,Pennsylvania,Eastern US,OFF-PA-6596,Office Supplies,Paper,Xerox 231,20,4,0.2,7,
UP-2015-DJ3510137-42202,17-07-2015,19-07-2015,Second Class,DJ-3510137,Don Jones,Corporate,Zhytomyr,Zhytomyr,Eastern Europe,OFF-AP-4738,Office Supplies,Appliances,"Hoover Refrigerator, White",3146,6,0,629,
ES-2015-MF1825045-42330,22-11-2015,28-11-2015,Standard Class,MF-1825045,Monica Federle,Corporate,Argenteuil,Ile-de-France,Western Europe,TEC-MA-4205,Technology,Machines,"Epson Printer, Durable",2456,11,0.15,664,
IT-2012-TC2129545-41058,29-05-2012,1/6/2012,First Class,TC-2129545,Toby Carlisle,Consumer,Talence,Aquitaine-Limousin-Poitou-Charentes,Western Europe,FUR-TA-4642,Furniture,Tables,"Hon Computer Table, Adjustable Height",2228,7,0.35,-754,
CA-2015-AB10060140-42314,6/11/2015,8/11/2015,First Class,AB-100601402,Adam Bellavance,Home Office,Greenwood,Indiana,Central US,OFF-PA-3114,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4,1,0,2,
IN-2015-CP1234058-42202,17-07-2015,20-07-2015,First Class,CP-1234058,Christine Phan,Corporate,Aurangabad,Bihar,Southern Asia,OFF-AP-4502,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Red",4001,8,0,1440,
ES-2015-EH1412545-42245,29-08-2015,3/9/2015,Standard Class,EH-1412545,Eugene Hildebrand,Home Office,Plaisir,Ile-de-France,Western Europe,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",4876,9,0.15,745,
IN-2013-NC183407-41634,26-12-2013,26-12-2013,Same Day,NC-183407,Nat Carroll,Consumer,Melbourne,Victoria,Oceania,FUR-TA-5054,Furniture,Tables,"Lesro Computer Table, Adjustable Height",1788,6,0.3,204,
IN-2015-BF1100558-42319,11/11/2015,15-11-2015,Standard Class,BF-1100558,Barry Franz,Home Office,Gorakhpur,Haryana,Southern Asia,OFF-AP-3577,Office Supplies,Appliances,"Breville Refrigerator, White",3622,7,0,1267,
ID-2014-JS1603059-41760,1/5/2014,4/5/2014,Second Class,JS-1603059,Joy Smith,Consumer,Medan,Sumatera Utara,Southeastern Asia,FUR-TA-5072,Furniture,Tables,"Lesro Wood Table, Fully Assembled",1242,5,0.47,-140,
ES-2012-AM10360139-41136,15-08-2012,20-08-2012,Standard Class,AM-10360139,Alice McCarthy,Corporate,Harrogate,England,Northern Europe,TEC-PH-5354,Technology,Phones,"Nokia Smart Phone, Cordless",4453,7,0,1424,
IN-2015-JF1519021-42341,3/12/2015,7/12/2015,Standard Class,JF-1519021,Jamie Frazer,Consumer,Phnom Penh,Phnom Penh,Southeastern Asia,FUR-TA-4706,Furniture,Tables,"Hon Training Table, Fully Assembled",2673,8,0,1069,
IN-2014-AB100157-41815,25-06-2014,29-06-2014,Standard Class,AB-100157,Aaron Bergman,Consumer,Mackay,Queensland,Oceania,FUR-CH-4654,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",2046,5,0.1,591,
ES-2014-JG15160139-41660,21-01-2014,24-01-2014,Second Class,JG-15160139,James Galang,Consumer,Stockton-on-Tees,England,Northern Europe,FUR-TA-3344,Furniture,Tables,"Barricks Conference Table, Fully Assembled",5451,6,0,2071,
CA-2015-AH10075140-42301,24-10-2015,25-10-2015,First Class,AH-100751406,Adam Hart,Corporate,Cranston,Rhode Island,Eastern US,FUR-TA-5421,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637,3,0.3,-127,
IN-2015-AG1033059-42197,12/7/2015,14-07-2015,Second Class,AG-1033059,Alex Grayson,Consumer,Jambi,Jambi,Southeastern Asia,OFF-AP-3574,Office Supplies,Appliances,"Breville Refrigerator, Black",1722,4,0.17,539,
CA-2015-AH10075140-42301,24-10-2015,25-10-2015,First Class,AH-100751406,Adam Hart,Corporate,Cranston,Rhode Island,Eastern US,FUR-FU-3936,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210,2,0,50,
ES-2015-NF1847548-42248,1/9/2015,1/9/2015,Same Day,NF-1847548,Neil FranzÃ¶sisch,Home Office,Moers,North Rhine-Westphalia,Western Europe,OFF-AP-3581,Office Supplies,Appliances,"Breville Stove, White",1007,2,0.1,134,
CA-2015-AH10075140-42301,24-10-2015,25-10-2015,First Class,AH-100751406,Adam Hart,Corporate,Cranston,Rhode Island,Eastern US,FUR-TA-4943,Furniture,Tables,KI Adjustable-Height Table,240,4,0.3,-13,
IN-2012-DR129407-41066,6/6/2012,10/6/2012,Second Class,DR-129407,Daniel Raglin,Home Office,Townsville,Queensland,Oceania,OFF-AP-4966,Office Supplies,Appliances,"KitchenAid Stove, Silver",4624,9,0.1,1644,
ES-2012-NB1865548-41194,12/10/2012,12/10/2012,Same Day,NB-1865548,Nona Balk,Corporate,Hamburg,Hamburg,Western Europe,OFF-ST-6049,Office Supplies,Storage,"Smead Lockers, Wire Frame",1066,6,0.1,-11,
IN-2014-NM1844527-41800,10/6/2014,10/6/2014,Same Day,NM-1844527,Nathan Mautz,Home Office,Shenzhen,Guangdong,Eastern Asia,TEC-CO-5991,Technology,Copiers,"Sharp Copy Machine, High-Speed",957,4,0,0,
IN-2015-TA213857-42351,13-12-2015,17-12-2015,Standard Class,TA-213857,Tom Ashbrook,Home Office,Launceston,Tasmania,Oceania,OFF-AP-4508,Office Supplies,Appliances,"Hamilton Beach Stove, White",4864,10,0.1,162,
CA-2014-AH10075140-41898,16-09-2014,21-09-2014,Standard Class,AH-100751406,Adam Hart,Corporate,New York City,New York,Eastern US,OFF-BI-4338,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841,2,0.2,294,
ID-2015-SC20380102-42165,10/6/2015,11/6/2015,First Class,SC-20380102,Shahid Collister,Consumer,Marikina,National Capital,Southeastern Asia,OFF-AP-3580,Office Supplies,Appliances,"Breville Stove, Silver",1433,3,0.15,-84,
SF-2012-PA9060117-40954,15-02-2012,16-02-2012,First Class,PA-9060117,Pete Armstrong,Home Office,Johannesburg,Gauteng,Southern Africa,OFF-ST-6047,Office Supplies,Storage,"Smead Lockers, Industrial",2784,14,0,779,
ES-2014-RB19570120-41971,28-11-2014,4/12/2014,Standard Class,RB-19570120,Rob Beeghly,Consumer,Barakaldo,Basque Country,Southern Europe,FUR-BO-5760,Furniture,Bookcases,"Safco Classic Bookcase, Metal",3063,7,0,1470,
CA-2014-AH10075140-41817,27-06-2014,27-06-2014,Same Day,AH-100751404,Adam Hart,Corporate,Los Angeles,California,Western US,OFF-SU-5635,Office Supplies,Supplies,Premier Electric Letter Opener,231,2,0,11,
CA-2015-AH10075140-42110,16-04-2015,19-04-2015,First Class,AH-100751404,Adam Hart,Corporate,Henderson,Nevada,Western US,FUR-FU-4756,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196,5,0,70,
US-2012-LH1675036-41129,8/8/2012,8/8/2012,Same Day,LH-1675036,Larry Hughes,Consumer,Santo Domingo,Santo Domingo,Caribbean,TEC-PH-5839,Technology,Phones,"Samsung Smart Phone, Cordless",2044,6,0.2,-332,
CA-2014-AH10075140-41991,18-12-2014,22-12-2014,Standard Class,AH-100751402,Adam Hart,Corporate,Arlington,Texas,Central US,TEC-AC-6351,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165,3,0.2,-6,
IN-2013-KB1658527-41488,2/8/2013,4/8/2013,First Class,KB-1658527,Ken Black,Corporate,Qingdao,Shandong,Eastern Asia,TEC-CO-3608,Technology,Copiers,"Brother Wireless Fax, Color",1521,4,0,0,
ES-2013-LH1715545-41444,19-06-2013,19-06-2013,Same Day,LH-1715545,Logan Haushalter,Consumer,Le Bouscat,Aquitaine-Limousin-Poitou-Charentes,Western Europe,OFF-AP-4507,Office Supplies,Appliances,"Hamilton Beach Stove, Silver",2443,5,0.1,760,
CA-2015-AH1007523-42101,7/4/2015,12/4/2015,Standard Class,AH-1007523,Adam Hart,Corporate,Oakville,Ontario,Canada,OFF-ST-4257,Office Supplies,Storage,"Fellowes File Cart, Blue",137,1,0,54,
IR-2014-MZ751560-41853,2/8/2014,2/8/2014,Same Day,MZ-751560,Mary Zewe,Corporate,Shiraz,Fars,Southern Asia,TEC-MA-4210,Technology,Machines,"Epson Receipt Printer, Red",1141,10,0,570,
IN-2015-DM1334558-42146,22-05-2015,25-05-2015,Second Class,DM-1334558,Denise Monton,Corporate,Bokaro,Jharkhand,Southern Asia,OFF-ST-4266,Office Supplies,Storage,"Fellowes Lockers, Blue",1865,9,0,802,
ID-2012-CA1196566-40949,10/2/2012,15-02-2012,Standard Class,CA-1196566,Carol Adams,Corporate,Fuji,Shizuoka,Eastern Asia,TEC-PH-5841,Technology,Phones,"Samsung Smart Phone, VoIP",6998,11,0,2939,
ES-2014-SC20305120-41909,27-09-2014,27-09-2014,Same Day,SC-20305120,Sean Christensen,Consumer,Benidorm,Valenciana,Southern Europe,FUR-BO-3903,Furniture,Bookcases,"Dania Library with Doors, Pine",1091,3,0,119,
IN-2015-MH1811558-42157,2/6/2015,4/6/2015,First Class,MH-1811558,Mick Hernandez,Home Office,Kozhikode,Kerala,Southern Asia,FUR-BO-4862,Furniture,Bookcases,"Ikea Library with Doors, Pine",1094,3,0,328,
IN-2014-KS163007-41912,30-09-2014,3/10/2014,First Class,KS-163007,Karen Seio,Corporate,Adelaide,South Australia,Oceania,FUR-BO-3640,Furniture,Bookcases,"Bush Library with Doors, Mobile",1320,4,0.1,484,
IN-2012-BG1174078-41108,18-07-2012,19-07-2012,First Class,BG-1174078,Bruce Geld,Consumer,Kuala Lumpur,Kuala Lumpur,Southeastern Asia,TEC-PH-5356,Technology,Phones,"Nokia Smart Phone, with Caller ID",2555,4,0,664,
RS-2015-CR2625108-42230,14-08-2015,16-08-2015,Second Class,CR-2625108,Corey Roper,Home Office,Astrakhan',Astrakhan',Eastern Europe,FUR-BO-5950,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",3498,8,0,594,
CA-2015-AH10075140-42301,24-10-2015,25-10-2015,First Class,AH-100751406,Adam Hart,Corporate,Cranston,Rhode Island,Eastern US,FUR-FU-4022,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35,4,0,14,
IN-2015-DK1309027-42308,31-10-2015,3/11/2015,First Class,DK-1309027,Dave Kipp,Consumer,Xiangtan,Hunan,Eastern Asia,TEC-CO-3611,Technology,Copiers,"Brother Wireless Fax, Laser",2272,6,0,977,
IN-2014-JL1583527-41845,25-07-2014,30-07-2014,Standard Class,JL-1583527,John Lee,Consumer,Shaoxing,Zhejiang,Eastern Asia,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",5211,8,0,833,
IN-2015-AP1072058-42284,7/10/2015,11/10/2015,Standard Class,AP-1072058,Anne Pryor,Home Office,Jabalpur,Madhya Pradesh,Southern Asia,TEC-PH-5269,Technology,Phones,"Motorola Smart Phone, with Caller ID",2582,4,0,361,
IN-2015-CR1282058-42294,17-10-2015,21-10-2015,Standard Class,CR-1282058,Cyra Reiten,Home Office,Patna,Bihar,Southern Asia,TEC-PH-5356,Technology,Phones,"Nokia Smart Phone, with Caller ID",3194,5,0,830,
IN-2014-BF110807-41976,3/12/2014,6/12/2014,Second Class,BF-110807,Bart Folk,Consumer,Adelaide,South Australia,Oceania,FUR-CH-4531,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black",1704,4,0.1,378,
IN-2015-JM15265102-42316,8/11/2015,10/11/2015,First Class,JM-15265102,Janet Molinari,Corporate,Marikina,National Capital,Southeastern Asia,OFF-AP-3571,Office Supplies,Appliances,"Breville Microwave, Red",1538,6,0.15,325,
